content,score,sentiment
ampas mau bayar listrik gabisa karena update ke  kendala gak bisa dibuka selalu force close ampas ampas tau gini gausah minta update lah ,1,0
masa ga bisa di buka abis update aneh,1,0
crash terus force close berulang ulang device samsung sedang ada gangguan semenjak update terakhir kan lucu disuruh matiin accessibility ini itu padahal update appnya yg bikin rusak,1,0
setelah update tidak bisa dibukaforce close mohon ada solusi untuk team developernya,3,1
force closed,2,0
rusak ini aplikasi yang terakhir diupgrade malahverror keluar masuk terus bantu perbaiki bca ya,1,0
kenapa appsnya forced stop tidak bisa di bukaapakah ada gangguan hari ini,2,0
busuk versi  apa hubungan ny sma fitur accessibility emang dasar versi  ga kompatibel sempurna sma android  kebawah download manual nyari di web yg versi  baru bsa jalan normal app ny busuk user di paksa secara halus buat upgrade os yg mau ga mau harus ganti hp,1,0
ok,4,2
force close issue,1,0
getting forceclosed after the bew update and since last night i cant open bca mobile ,1,0
app ga bisa dibuka sekali dibuka mental keluar,2,0
thx the app is working back to normal,4,2
sangat membantu dlm melakukam berbagai transaksi keuanganterima kasih,5,2
aplikasinya jadi tidak bisa dibuka sama sekalicrash terus pada perangkat samsung saya,2,0
udah clear data clear cache uninstall x lebih masih force close,1,0
setelah update versi sebelum versi oct  ini aplikasi nya selalu crash ketika dibuka  detik kemudian close sendiri saya sudah pakai aplikasi ini di hp yg sama th tidak bermasalah baru kali ini bermasalah tidak lama keluar versi oct  saya update dan reinstall masih tidak bisa juga halo bca tolong solusi nya,1,0
force close for my device on s its days already,3,1
force close terus,1,0
setelah update terakhir saya gk bisa masuk selalu force close sudah lapor ke halo bca juga gk ada solusi bener bener template solusi dari cs payah banget tolong segera diperbaikin dong,1,0
bug mulu,1,0
the app keeps on crashing whenever you open,1,0
latest update oct  i cant open the app crash when i click its always close the app,2,0
sering verifikasi ulang by sms pakek pulsa mahal per verifikasi ,1,0
sebelum update bisa di gunakansetelah update aplikasi malah mentalgak bisa di bukapadahal device saya andoid tolong di perbaiki,1,0
bca app kok keluar mulu apa ini error ,1,0
aplikasi crash langsung quit setelah dibuka,1,0
this app actually simple but it has some issue because it always force close by it self and when you wanna pay u cant and make me embarased should fix it immedietly when i wanna open at another phone they said i have to go to another trouble to kantor cabang while i have a job so i cant leisurely go to kantor cabang,1,0
hari ini tgl  oktober  mbça error dibuka langsung tutup sendiri aplikasinya,1,0
force close mulu,1,0
kenapa forced close setiap dibuka ya,1,0
ini ada apa dgn apps bca ya  kok force stop trus  sudah uninstall dan trus install lagi  tetap aja masih force stop lagi ada apa dgn apps bca  bgmn solusinya ,1,0
aplikasi baru  crash gak bisa kebuka aplikasinya langsung close sendiri aplikasi langsung force close ketutup sendiri saat dibuka,1,0
bca  error baru buka apk nya langsung force close padahal udah saya clear chace hapus data tetep bae,1,0
setelah update versi di atas  langsung force close di hp saya itel rs akhirnya saya uninstall  install kembali ke versi  buangbuang pulsa saja untuk login kembali seharusnya sebelum di rilis di cek kembali ke stabilannya,3,1
udh berfungsi lagi,5,2
after updated app app force close on android skq,1,0
ini kenapa ya pas dibuka selalu force close mohon perbaikannya ,1,0
setelah diupdate ke versi  aplikasi forced close setelah beberapa detik dibuka sudah mematikan fitur accessbility  reinstall aplikasi juga tidak pengaruh,1,0
help bcaaplikasi saya gak bisa dibuka suddenly close aja tiap dibuka sudah saya clear cache dan uninstall dan dicoba insttall ulang tetap sama coba install di tablet other device sama aja,2,0
mbca always force close cannot used it on my samsung a ,1,0
woy crash terus gimana sih ini aplikasi penting tapi kok developmentnya tanda tanya matiin semua permission accessbility aplikasi yang ada di hp baru bisa,1,0
aplikasi tidak bisa dibuka gajelas nge crash jgn suruh internet stabil ini udah pake wifi sama provider woi orang butuh buat transfer tolong segera di fix lah kaya gini transaksi ke hambat,3,1
error after update it costs me a lot good job bca,1,0
ini kenapa aplikasi bca sudah update pagi ini gabisa dibuka langsung stop force ayolah aku ga bisa transaksi apapun,1,0
sudah matikan fiturfitur di accessibility menu tapi tetap tidak bisa,1,0
app nya nggak bisa dibuka  crash terus setelah terakhir diupdate mohon bantuannya,1,0
aplikasi suka ketutup sendiri kenapa ya,3,1
hari ke tidak bisa dipakai aplikasinya,1,0
force close,1,0
tidak bisa buka app tutup terus,1,0
biasanya lancar tp hari yg lalu tiba force shut down terus saat di buka sdh ke cabang dan sdh telpon ke halobca tetap tdk ada solusi sampai orangnya nyerah cuma bilang maaf pak mohon nanti dicoba lagi tapi sdh  hari dicoba terus dan dgn cara yg di ajarkan tetap tdk ada perbaikan,2,0
apps keep crashing every time i open it i am currently using oppo reno  g device with color os  android ,1,0
aplikasi tidak bisa masuk,1,0
cannot open the app force close everytime i opened it,1,0
cara downgrade ke versi sebelumnya gmn caranya versi terbaru selalu force close sudah dicoba semua cara sblmnya masih saja ga bisa digunakan,1,0
the application has not opened for  days it has been uninstalled reinstalled it still cannot be opened i have changed the network from wifi to using a data package it still does not work,2,0
all good,5,2
app kept closing,1,0
sudah uninstall dan install ulang berkali kali restart berkali kali jaringan internet solid clear cache sudah ruang memori besar tapi tetap saja open aplikasi kemudian tutup dengan sendirinya buka aplikasi lain normal,1,0
update terbaru rusak udah matiin accessibility talkback dll aplikasi tetap tidak bisa dibuka revert ke aplikasi yg sebelumnya aja dah,1,0
force closegimana sih dev apps nggak d test dulukalau versi baru problem tolong roll back k versi lama,1,0
setelah update jadi force close terus mohon perhatian serius dari bca,3,1
setelah di update malah gak bisa dibuka mbanking bca nya,1,0
aplikasi tidak bisa dibuka why bca why ,1,0
can not entering the apps always keep popping out whenever i enter the apps doesnt works at all the problems happened after update the latest version of this app,1,0
setelah update tanggal  oktober  aplikasi berhenti berfungsi setiap dibuka langsung force close sudah bertanya dengan cs di twitter tapi cuma disuruh cek berkala  tolong diperbaiki bca,1,0
app crashh,1,0
bca mobile apps lagi trouble ya kok ga bisa dibuka forceclosed ,3,1
versi baru tidak bisa dipakai karena force close setiap dibuka katanya masalah accessibility tp android ku tidak ada  pun opsi tersebut yg aktif tolong tim itnya membenarkan kendala ini mengapa update malah membuat aplikasi lebih sulit diakses ,1,0
the app keep crashing i cant open up the app and cant do my payment this is so frustrating in critical times,1,0
error  hari ga beres,1,0
crash issue on latest update,1,0
serius nih ga ada update lagi udah  hari ga gercep banget ini segala cara dicoba off accessibility reinstall dan clear data tetepp force close sampai sekarang mungkin ini cara tuhan untuk mengerem diriku untuk belanja online,1,0
since the new update i cant open this app i really need it is there any other way i can use it,1,0
tolong segera di perbaiki dong ini apps nya selalu close sendiri setelah di buka jadi nggak bisa transaksi sudah nonaktifkan semua tapi masih force close dan ini terjadi bukan hanya saya saja,1,0
saya ngga bisa buka bca mobile di hp sayatiba sajakenapa ya,5,2
after following the instructions the app is still having problems previous versions did not fix the app as before,1,0
aplikasi crashed semua saran sdh dilakukan dan tetap crashed padahal aplikasi ini sangat dibutuhkan terutama di week end spt ini sangat mengganggu kebutuhan saya jika setiap update terjadi spt ini tdk menutup kemungkinan akan banyak kehilangan nasabah so for me whats next krn aplikasi masih crashed,1,0
kenapa yah aplikasi saya keluar sendiri terus sudah saya reinstall dll tapi masih tidak bisa,3,1
sejak update terakhir ga bisa dibuka force close terus saya udh ngikutin semua saran talkback is off hapus cache  data paksa berhenti reinstall restart dll tetep ga bisa dibuka udh telpon halobca pun utk saat ini disarankan coba berkala dan pakai mybca dulu yowis lah tolong difeedback deh team itnya ini yg komplen banyak loh saya liat thanks,1,0
force close sudah pakai yg versi terbaru dan koneksi gaada masalah tolong segera diperbaiki,1,0
tiba kemarin ga bisa dibukatiap di klik baru masuk trus langsung keluar lagipadahaltidak ada update saya cek di playstore mau uninstal tp tar repot verifikasi wajah yang selalu gagal,1,0
padahal sdh ada team qa automation  qa manual hal sesimple ini membuat update terbaru bikin force close minimal kalau ada aturan di sosialisasikan pengguna  ux di perbaiki jika device terdetect aktif accesbility nya aktif kasih warning  redirect ke halaman tsb untuk d non aktifikan sesimple itu loh ,1,0
ini sudah sampai di uninstall install beberapa kali masih sama aja tiba auto nutup alipkasi nya pas mau dibuka aneh banget sebelumnya aman setelah update aplikasinya malah brekele gini,1,0
ada cara lain untuk bisa gunakan mbca sudah versi  trs bagaimana cara kl tetap tidak kebuka applikasinya di android khsusunya samsung,1,0
ga bisa dipakai baru masuk sudah forcedout,2,0
gimana ini crash terus gabisa buka sama sekali sebelum ini gaada masalah tapi katanya matiin fitur accessibility bisa benerin masalahnya udah dicoba sama aja kok crash,1,0
update versi  per tgl  oktober  siang masih bisa dibuka normal malamnya baru buka langsung force close mau login kode akses langsung close sendirinya clear cache udah cear data udah uninstall reinstall udah remove aplikasi lain smpai  aplikasi diremove juga udah masih juga sama kendalanya coba di hp lain aplikasinya bisa dibuka tanpa force close mohon segera di fix ini posisi pkai android  update  saya matikan fitur aksesibilitas dari aplikasi anydesk jadi normal,5,2
this mobile apps is very usefull,4,2
sampai pagi ini  oktober  aplikasi bca mobile masih error selalu close sendiri,1,0
udah  hari force close gabisa di pake,1,0
version  crash all the time when i open it i install it on my redmi a redmi c and redmi note  pro g please review the update of app,1,0
been using this for years without any problems and suddenly keep crashing reinstalled clear cache etc and keep crashing now becomes useless,3,1
it was fine until yesterday when the app started force closing customer service on twitter suggested turning off the app in the accessibility menu it does work after turning it off but this is not a viable option as i need both the authenticator and link to windows apps to always be active on my phone find another working solution forcing the customer to change their phone usage behavior just for your app to function is not a solution,1,0
after the new update the app just force close and i already try all of the solutions like reistall delete caches etc but still cant open the app please fix this asap i really need to use this app for my daily basis,1,0
force closed terus udh ngejalanin apa yg mimin saranin di ig sama aja hasilnya ga bisa,1,0
aplikasi saya gabisa di buka ke logout sendiri terus,3,1
saya sudah bertahun² menggunakan aplikasi bca mlobile ini tapi entah apa yang salah sudah semingguan ini tidak bisa masuk ke aplikasi tiap kali berusaha masuk langsung keluar lagi tidak bisa screenshot juga karena cepat sekali proses keluarnya,2,0
